Date,S&P Price,S&P Dividend,S&P Earnings,CPI,Long Rate,Real Price,Real Dividend,Real Earnings,CAPE10,Mean,Median
1919.12,8.92,0.53,0.93,18.9,4.93,113.73,6.76,11.86,6.16,15.57,15.77
1920.01,8.83,0.53,0.92,19.3,4.97,110.25,6.6,11.48,5.99,15.55,15.76
1920.02,8.1,0.53,0.91,19.5,4.98,100.09,6.51,11.22,5.46,15.53,15.75
1920.03,8.67,0.53,0.9,19.7,4.99,106.05,6.42,10.98,5.8,15.51,15.74
1920.04,8.6,0.52,0.89,20.3,5,102.08,6.21,10.53,5.6,15.49,15.73
1920.05,8.06,0.52,0.88,20.6,5.01,94.28,6.1,10.24,5.19,15.46,15.72
1920.06,7.92,0.52,0.87,20.9,5.02,91.31,6,9.97,5.04,15.44,15.71
1920.07,7.91,0.52,0.85,20.8,5.03,91.64,6,9.9,5.08,15.42,15.7
1920.08,7.6,0.52,0.84,20.3,5.04,90.21,6.13,10.01,5.02,15.4,15.69
1920.09,7.87,0.52,0.83,20,5.05,94.82,6.2,10.03,5.3,15.38,15.68
1920.1,7.88,0.51,0.82,19.9,5.06,95.42,6.22,9.95,5.35,15.36,15.67
1920.11,7.48,0.51,0.81,19.8,5.07,91.03,6.23,9.87,5.13,15.33,15.66
1920.12,6.81,0.51,0.8,19.4,5.08,84.59,6.33,9.94,4.78,15.31,15.66
1921.01,7.11,0.51,0.76,19,5.09,90.17,6.41,9.61,5.12,15.29,15.65
1921.02,7.06,0.5,0.72,18.4,5.02,92.46,6.57,9.36,5.27,15.27,15.64
1921.03,6.88,0.5,0.67,18.3,4.96,90.59,6.55,8.86,5.19,15.25,15.62
1921.04,6.91,0.49,0.63,18.1,4.89,91.99,6.57,8.39,5.3,15.23,15.62
1921.05,7.12,0.49,0.59,17.7,4.83,96.93,6.66,8,5.61,15.21,15.61
1921.06,6.55,0.49,0.55,17.6,4.76,89.68,6.64,7.46,5.22,15.19,15.61
1921.07,6.53,0.48,0.5,17.7,4.7,88.9,6.55,6.84,5.2,15.17,15.6
1921.08,6.45,0.48,0.46,17.7,4.63,87.81,6.49,6.26,5.16,15.15,15.58
1921.09,6.61,0.47,0.42,17.5,4.56,91.02,6.51,5.75,5.38,15.13,15.57
1921.1,6.7,0.47,0.38,17.5,4.5,92.26,6.45,5.16,5.48,15.11,15.57
1921.11,7.06,0.46,0.33,17.4,4.43,97.77,6.43,4.6,5.84,15.09,15.57
1921.12,7.31,0.46,0.29,17.3,4.37,101.82,6.41,4.04,6.11,15.07,15.55
1922.01,7.3,0.46,0.32,16.9,4.3,104.09,6.62,4.61,6.29,15.05,15.53
1922.02,7.46,0.47,0.36,16.9,4.31,106.37,6.68,5.09,6.46,15.04,15.53
1922.03,7.74,0.47,0.39,16.7,4.31,111.68,6.82,5.63,6.82,15.02,15.53
1922.04,8.21,0.48,0.42,16.7,4.32,118.46,6.88,6.11,7.27,15,15.51
1922.05,8.53,0.48,0.46,16.7,4.32,123.08,6.94,6.59,7.59,14.99,15.49
1922.06,8.45,0.49,0.49,16.7,4.33,121.93,7,7.07,7.56,14.97,15.49
1922.07,8.51,0.49,0.52,16.8,4.33,122.06,7.02,7.51,7.6,14.96,15.48
1922.08,8.83,0.49,0.56,16.6,4.34,128.18,7.16,8.08,8.02,14.95,15.48
1922.09,9.06,0.5,0.59,16.6,4.34,131.52,7.22,8.56,8.27,14.93,15.48
1922.1,9.26,0.5,0.62,16.7,4.35,133.61,7.24,8.99,8.43,14.92,15.48
1922.11,8.8,0.51,0.66,16.8,4.35,126.22,7.25,9.42,8,14.91,15.48
1922.12,8.78,0.51,0.69,16.9,4.36,125.19,7.27,9.84,7.96,14.89,15.48
1923.01,8.9,0.51,0.71,16.8,4.36,127.66,7.34,10.24,8.15,14.88,15.47
1923.02,9.28,0.51,0.74,16.8,4.34,133.11,7.36,10.59,8.53,14.87,15.46
1923.03,9.43,0.52,0.76,16.8,4.31,135.26,7.39,10.94,8.7,14.85,15.46
1923.04,9.1,0.52,0.79,16.9,4.29,129.75,7.37,11.22,8.37,14.84,15.44
1923.05,8.67,0.52,0.81,16.9,4.26,123.62,7.39,11.56,8,14.83,15.43
1923.06,8.34,0.52,0.84,17,4.24,118.22,7.37,11.84,7.67,14.81,15.42
1923.07,8.06,0.52,0.86,17.2,4.21,112.92,7.31,12.04,7.35,14.8,15.42
1923.08,8.1,0.52,0.88,17.1,4.19,114.14,7.37,12.45,7.44,14.78,15.42
1923.09,8.15,0.53,0.91,17.2,4.16,114.18,7.36,12.71,7.46,14.77,15.42
1923.1,8.03,0.53,0.93,17.3,4.14,111.85,7.34,12.98,7.32,14.76,15.42
1923.11,8.27,0.53,0.96,17.3,4.11,115.19,7.36,13.31,7.55,14.74,15.42
1923.12,8.55,0.53,0.98,17.3,4.09,119.09,7.38,13.65,7.81,14.73,15.41
1924.01,8.83,0.53,0.98,17.3,4.06,122.99,7.41,13.59,8.07,14.72,15.41
1924.02,8.87,0.53,0.97,17.2,4.04,124.27,7.47,13.61,8.16,14.7,15.41
1924.03,8.7,0.54,0.97,17.1,4.03,122.6,7.54,13.63,8.06,14.69,15.41
1924.04,8.5,0.54,0.96,17,4.01,120.48,7.61,13.65,7.92,14.68,15.41
1924.05,8.47,0.54,0.96,17,3.99,120.06,7.63,13.6,7.9,14.66,15.41
1924.06,8.63,0.54,0.96,17,3.98,122.33,7.65,13.54,8.05,14.65,15.4
1924.07,9.03,0.54,0.95,17.1,3.96,127.25,7.63,13.4,8.38,14.64,15.39
1924.08,9.34,0.54,0.95,17,3.94,132.39,7.7,13.42,8.72,14.63,15.39
1924.09,9.25,0.55,0.94,17.1,3.93,130.35,7.68,13.28,8.58,14.62,15.38
1924.1,9.13,0.55,0.94,17.2,3.91,127.91,7.66,13.15,8.42,14.6,15.37
1924.11,9.64,0.55,0.93,17.2,3.89,135.05,7.68,13.09,8.89,14.59,15.36
1924.12,10.16,0.55,0.93,17.3,3.88,141.52,7.66,12.95,9.31,14.58,15.35
1925.01,10.58,0.55,0.96,17.3,3.86,147.37,7.72,13.33,9.69,14.57,15.34
1925.02,10.67,0.56,0.98,17.2,3.85,149.48,7.82,13.78,9.83,14.57,15.33
1925.03,10.39,0.56,1.01,17.3,3.83,144.72,7.83,14.07,9.52,14.56,15.33
1925.04,10.28,0.57,1.04,17.2,3.82,144.02,7.94,14.53,9.48,14.55,15.3
1925.05,10.61,0.57,1.06,17.3,3.8,147.78,7.95,14.81,9.73,14.54,15.28
1925.06,10.8,0.58,1.09,17.5,3.79,148.71,7.92,15.01,9.8,14.53,15.28
1925.07,11.1,0.58,1.12,17.7,3.77,151.12,7.89,15.21,9.96,14.52,15.27
1925.08,11.25,0.58,1.14,17.7,3.76,153.16,7.94,15.56,10.11,14.51,15.27
1925.09,11.51,0.59,1.17,17.7,3.74,156.7,8,15.93,10.36,14.5,15.27
1925.1,11.89,0.59,1.2,17.7,3.73,161.87,8.06,16.3,10.72,14.5,15.26
1925.11,12.26,0.6,1.22,18,3.71,164.13,7.98,16.37,10.89,14.49,15.25
1925.12,12.46,0.6,1.25,17.9,3.7,167.73,8.08,16.83,11.15,14.48,15.25
1926.01,12.65,0.61,1.25,17.9,3.68,170.29,8.18,16.81,11.34,14.48,15.25
1926.02,12.67,0.62,1.25,17.9,3.65,170.56,8.28,16.8,11.39,14.47,15.25
1926.03,11.81,0.62,1.25,17.8,3.62,159.88,8.43,16.89,10.71,14.47,15.24
1926.04,11.48,0.63,1.25,17.9,3.6,154.54,8.48,16.79,10.4,14.46,15.24
1926.05,11.56,0.64,1.25,17.8,3.57,156.49,8.63,16.87,10.58,14.45,15.23
1926.06,12.11,0.65,1.25,17.7,3.54,164.87,8.78,16.95,11.2,14.44,15.23
1926.07,12.62,0.65,1.24,17.5,3.51,173.77,8.98,17.13,11.87,14.44,15.22
1926.08,13.12,0.66,1.24,17.4,3.48,181.69,9.14,17.21,12.49,14.44,15.21
1926.09,13.32,0.67,1.24,17.5,3.45,183.41,9.19,17.1,12.69,14.43,15.2
1926.1,13.02,0.68,1.24,17.6,3.43,178.26,9.24,17,12.43,14.43,15.19
1926.11,13.19,0.68,1.24,17.7,3.4,179.57,9.29,16.89,12.62,14.43,15.19
1926.12,13.49,0.69,1.24,17.7,3.37,183.65,9.39,16.88,13.01,14.42,15.17
1927.01,13.4,0.7,1.23,17.5,3.34,184.51,9.59,16.92,13.19,14.42,15.15
1927.02,13.66,0.7,1.22,17.4,3.34,189.17,9.74,16.87,13.63,14.42,15.14
1927.03,13.87,0.71,1.21,17.3,3.34,193.19,9.89,16.83,14.03,14.42,15.13
1927.04,14.21,0.72,1.2,17.3,3.34,197.93,9.98,16.67,14.49,14.42,15.12
1927.05,14.7,0.72,1.19,17.4,3.34,203.58,10.02,16.42,15,14.42,15.12
1927.06,14.89,0.73,1.18,17.6,3.34,203.86,9.99,16.09,15.12,14.42,15.12
1927.07,15.22,0.74,1.16,17.3,3.34,212,10.26,16.21,15.82,14.42,15.12
1927.08,16.03,0.74,1.15,17.2,3.33,224.58,10.41,16.15,16.86,14.43,15.13
1927.09,16.94,0.75,1.14,17.3,3.33,235.95,10.45,15.92,17.82,14.43,15.13
1927.1,16.68,0.76,1.13,17.4,3.33,231,10.48,15.68,17.54,14.44,15.14
1927.11,17.06,0.76,1.12,17.3,3.33,237.62,10.63,15.61,18.13,14.45,15.15
1927.12,17.46,0.77,1.11,17.3,3.33,243.2,10.73,15.46,18.65,14.45,15.17
1928.01,17.53,0.78,1.13,17.3,3.33,244.17,10.82,15.78,18.81,14.46,15.19
1928.02,17.32,0.78,1.16,17.1,3.35,244.07,11.04,16.28,18.87,14.47,15.19
1928.03,18.25,0.79,1.18,17.1,3.38,257.17,11.13,16.59,19.94,14.48,15.2
1928.04,19.4,0.8,1.2,17.1,3.4,273.38,11.23,16.91,21.26,14.49,15.21
1928.05,20,0.8,1.22,17.2,3.42,280.19,11.25,17.12,21.83,14.5,15.22
1928.06,19.02,0.81,1.25,17.1,3.44,268.02,11.41,17.54,20.91,14.52,15.23
1928.07,19.16,0.82,1.27,17.1,3.47,270,11.51,17.87,21.08,14.53,15.23
1928.08,19.78,0.82,1.29,17.1,3.49,278.73,11.6,18.18,21.76,14.54,15.24
1928.09,21.17,0.83,1.31,17.3,3.51,294.87,11.56,18.27,23,14.55,15.24
1928.1,21.6,0.84,1.34,17.2,3.53,302.61,11.72,18.7,23.58,14.57,15.25
1928.11,23.06,0.84,1.36,17.2,3.56,323.06,11.81,19.01,25.12,14.59,15.25
1928.12,23.15,0.85,1.38,17.1,3.58,326.22,11.98,19.45,25.3,14.61,15.25
1929.01,24.86,0.86,1.4,17.1,3.6,350.32,12.12,19.71,27.08,14.63,15.25
1929.02,24.99,0.87,1.42,17.1,3.57,352.15,12.26,19.98,27.13,14.65,15.26
1929.03,25.43,0.88,1.44,17,3.55,360.46,12.47,20.38,27.68,14.67,15.27
1929.04,25.28,0.89,1.46,16.9,3.52,360.45,12.69,20.77,27.57,14.7,15.27
1929.05,25.66,0.9,1.48,17,3.5,363.72,12.76,20.92,27.7,14.72,15.27
1929.06,26.15,0.91,1.5,17.1,3.47,368.5,12.82,21.07,27.94,14.74,15.28
1929.07,28.48,0.92,1.51,17.3,3.45,396.69,12.81,21.09,29.93,14.77,15.28
1929.08,30.1,0.93,1.53,17.3,3.42,419.26,12.95,21.35,31.48,14.79,15.3
1929.09,31.3,0.94,1.55,17.3,3.39,435.97,13.09,21.62,32.56,14.83,15.33
1929.1,27.99,0.95,1.57,17.3,3.37,389.87,13.23,21.9,28.96,14.85,15.33
1929.11,20.58,0.96,1.59,17.3,3.34,286.65,13.37,22.16,21.17,14.86,15.34
1929.12,21.4,0.97,1.61,17.2,3.32,299.81,13.59,22.56,22.01,14.87,15.35
1930.01,21.71,0.97,1.56,17.1,3.29,305.93,13.68,21.94,22.31,14.89,15.36
1930.02,23.07,0.97,1.5,17,3.29,327.01,13.77,21.3,23.7,14.9,15.37
1930.03,23.94,0.97,1.45,16.9,3.3,341.35,13.87,20.67,24.59,14.92,15.38
1930.04,25.46,0.97,1.4,17,3.3,360.88,13.8,19.8,25.84,14.93,15.39
1930.05,23.94,0.97,1.34,16.9,3.31,341.35,13.89,19.15,24.31,14.95,15.39
1930.06,21.52,0.98,1.29,16.8,3.31,308.67,13.98,18.5,21.87,14.96,15.4
1930.07,21.06,0.98,1.24,16.6,3.32,305.71,14.16,17.96,21.55,14.97,15.41
1930.08,20.79,0.98,1.18,16.5,3.32,303.62,14.26,17.28,21.3,14.98,15.41
1930.09,20.78,0.98,1.13,16.6,3.32,301.64,14.19,16.4,21.07,14.99,15.41
1930.1,17.92,0.98,1.08,16.5,3.33,261.71,14.29,15.73,18.21,15,15.41
1930.11,16.62,0.98,1.02,16.4,3.33,244.2,14.39,15.03,16.94,15,15.41
1930.12,15.51,0.98,0.97,16.1,3.34,232.14,14.67,14.52,16.06,15,15.41
1931.01,15.98,0.97,0.94,15.9,3.34,242.18,14.65,14.25,16.71,15.01,15.42
1931.02,17.2,0.95,0.91,15.7,3.37,263.99,14.63,13.97,18.16,15.01,15.42
1931.03,17.53,0.94,0.88,15.6,3.4,270.78,14.52,13.59,18.58,15.02,15.42
1931.04,15.86,0.93,0.85,15.5,3.43,246.56,14.41,13.21,16.87,15.02,15.42
1931.05,14.33,0.91,0.82,15.3,3.45,225.69,14.38,12.91,15.4,15.02,15.42
1931.06,13.87,0.9,0.79,15.1,3.48,221.34,14.36,12.61,15.06,15.02,15.42
1931.07,14.33,0.89,0.76,15.1,3.51,228.68,14.15,12.13,15.52,15.02,15.42
1931.08,13.9,0.87,0.73,15.1,3.54,221.82,13.94,11.65,15.01,15.02,15.42
1931.09,11.83,0.86,0.7,15,3.57,190.04,13.82,11.25,12.82,15.02,15.42
1931.1,10.25,0.85,0.67,14.9,3.6,165.77,13.69,10.84,11.15,15.01,15.41
1931.11,10.39,0.83,0.64,14.7,3.62,170.32,13.66,10.49,11.42,15.01,15.41
1931.12,8.44,0.82,0.61,14.6,3.65,139.3,13.53,10.07,9.31,15,15.41
1932.01,8.3,0.79,0.59,14.3,3.68,139.86,13.37,10,9.31,14.99,15.41
1932.02,8.23,0.77,0.58,14.1,3.65,140.65,13.1,9.86,9.34,14.98,15.41
1932.03,8.26,0.74,0.56,14,3.62,142.17,12.74,9.64,9.41,14.97,15.41
1932.04,6.28,0.71,0.54,13.9,3.59,108.87,12.37,9.42,7.19,14.96,15.4
1932.05,5.51,0.69,0.53,13.7,3.56,96.91,12.08,9.26,6.39,14.94,15.4
1932.06,4.77,0.66,0.51,13.6,3.53,84.52,11.69,9.04,5.57,14.93,15.39
1932.07,5.01,0.63,0.49,13.6,3.5,88.77,11.22,8.74,5.84,14.91,15.39
1932.08,7.53,0.61,0.48,13.5,3.46,134.41,10.83,8.51,8.83,14.9,15.39
1932.09,8.26,0.58,0.46,13.4,3.43,148.54,10.43,8.27,9.76,14.9,15.38
1932.1,7.12,0.55,0.44,13.3,3.4,129,10.02,8.03,8.48,14.89,15.37
1932.11,7.05,0.53,0.43,13.2,3.37,128.7,9.61,7.79,8.46,14.88,15.36
1932.12,6.82,0.5,0.41,13.1,3.34,125.45,9.2,7.54,8.26,14.86,15.35
1933.01,7.09,0.5,0.41,12.9,3.31,132.44,9.25,7.71,8.73,14.85,15.34
1933.02,6.25,0.49,0.42,12.7,3.29,118.59,9.3,7.87,7.83,14.84,15.33
1933.03,6.23,0.49,0.42,12.6,3.28,119.14,9.28,7.98,7.87,14.83,15.33
1933.04,6.89,0.48,0.42,12.6,3.26,131.77,9.18,8.03,8.72,14.82,15.3
1933.05,8.87,0.48,0.42,12.6,3.25,169.63,9.08,8.08,11.25,14.82,15.28
1933.06,10.39,0.47,0.43,12.7,3.23,197.14,8.92,8.06,13.1,14.81,15.28
1933.07,11.23,0.47,0.43,13.1,3.22,206.57,8.55,7.86,13.75,14.81,15.27
1933.08,10.67,0.46,0.43,13.2,3.2,194.78,8.4,7.85,13,14.81,15.27
1933.09,10.58,0.46,0.43,13.2,3.18,193.14,8.31,7.9,12.92,14.81,15.27
1933.1,9.55,0.45,0.44,13.2,3.17,174.34,8.21,7.94,11.7,14.8,15.26
1933.11,9.78,0.45,0.44,13.2,3.15,178.53,8.12,7.99,12.01,14.8,15.25
1933.12,9.97,0.44,0.44,13.2,3.14,182,8.03,8.03,12.28,14.79,15.25
1934.01,10.54,0.44,0.44,13.2,3.12,192.41,8.05,8.11,13.03,14.79,15.25
1934.02,11.32,0.44,0.45,13.3,3.09,205.09,8,8.12,13.93,14.79,15.25
1934.03,10.74,0.44,0.45,13.3,3.07,194.59,8.02,8.2,13.25,14.79,15.24
1934.04,10.92,0.44,0.46,13.3,3.04,197.85,8.03,8.27,13.52,14.79,15.24
1934.05,9.81,0.44,0.46,13.3,3.01,177.74,8.05,8.35,12.18,14.78,15.23
1934.06,9.94,0.45,0.47,13.4,2.98,178.75,8,8.36,12.29,14.78,15.23
1934.07,9.47,0.45,0.47,13.4,2.96,170.3,8.02,8.44,11.74,14.77,15.22
1934.08,9.1,0.45,0.47,13.4,2.93,163.64,8.03,8.51,11.32,14.77,15.21
1934.09,8.88,0.45,0.48,13.6,2.9,157.34,7.93,8.46,10.91,14.76,15.2
1934.1,8.95,0.45,0.48,13.5,2.87,159.75,8,8.6,11.11,14.76,15.19
1934.11,9.2,0.45,0.49,13.5,2.85,164.21,8.02,8.67,11.45,14.75,15.19
1934.12,9.26,0.45,0.49,13.4,2.82,166.52,8.09,8.81,11.64,14.75,15.17
1935.01,9.26,0.45,0.57,13.6,2.79,164.07,7.97,10.1,11.5,14.74,15.15
1935.02,8.98,0.45,0.65,13.7,2.78,157.95,7.91,11.43,11.09,14.73,15.14
1935.03,8.41,0.45,0.73,13.7,2.77,147.92,7.91,12.84,10.4,14.73,15.13
1935.04,9.04,0.45,0.76,13.8,2.76,157.85,7.8,13.21,11.1,14.72,15.13
1935.05,9.75,0.44,0.78,13.8,2.74,170.25,7.74,13.68,11.99,14.72,15.12
1935.06,10.12,0.44,0.81,13.7,2.73,178,7.74,14.25,12.54,14.72,15.12
1935.07,10.65,0.44,0.79,13.7,2.72,187.32,7.74,13.95,13.2,14.71,15.12
1935.08,11.37,0.44,0.78,13.7,2.71,199.99,7.74,13.66,14.11,14.71,15.1
1935.09,11.61,0.44,0.76,13.7,2.7,204.21,7.74,13.37,14.42,14.71,15.09
1935.1,11.92,0.45,0.76,13.7,2.69,209.66,7.91,13.37,14.83,14.71,15.09
1935.11,13.04,0.46,0.76,13.8,2.67,227.7,8.03,13.27,16.13,14.71,15.09
1935.12,13.04,0.47,0.76,13.8,2.66,227.7,8.21,13.27,16.16,14.72,15.1
1936.01,13.76,0.48,0.77,13.8,2.65,240.27,8.38,13.45,17.09,14.72,15.12
1936.02,14.55,0.49,0.78,13.8,2.65,254.06,8.56,13.62,18.1,14.72,15.12
1936.03,14.86,0.5,0.79,13.7,2.66,261.37,8.79,13.9,18.66,14.73,15.12
1936.04,14.88,0.52,0.82,13.7,2.66,261.72,9.09,14.42,18.72,14.74,15.13
1936.05,14.09,0.53,0.85,13.7,2.66,247.83,9.38,14.95,17.75,14.74,15.13
1936.06,14.69,0.55,0.88,13.8,2.66,256.51,9.6,15.37,18.39,14.75,15.14
1936.07,15.56,0.57,0.9,13.9,2.67,269.74,9.88,15.6,19.36,14.75,15.15
1936.08,15.87,0.59,0.92,14,2.67,273.15,10.16,15.83,19.62,14.76,15.17
1936.09,16.05,0.61,0.94,14,2.67,276.25,10.5,16.18,19.86,14.77,15.19
1936.1,16.89,0.65,0.97,14,2.67,290.71,11.13,16.64,20.91,14.78,15.19
1936.11,17.36,0.68,0.99,14,2.68,298.8,11.76,17.1,21.5,14.79,15.2
1936.12,17.06,0.72,1.02,14,2.68,293.64,12.39,17.56,21.13,14.8,15.21
1937.01,17.59,0.73,1.05,14.1,2.68,300.61,12.48,17.94,21.62,14.81,15.22
1937.02,18.11,0.74,1.08,14.1,2.67,309.5,12.65,18.46,22.24,14.82,15.23
1937.03,18.09,0.75,1.11,14.2,2.66,306.98,12.73,18.84,22.04,14.83,15.23
1937.04,17.01,0.78,1.13,14.3,2.65,286.63,13.14,19.04,20.56,14.84,15.24
1937.05,16.25,0.81,1.15,14.4,2.64,271.92,13.55,19.24,19.47,14.84,15.24
1937.06,15.64,0.84,1.17,14.4,2.63,261.72,14.06,19.58,18.71,14.85,15.25
1937.07,16.57,0.82,1.19,14.5,2.62,275.37,13.57,19.72,19.65,14.86,15.25
1937.08,16.74,0.79,1.2,14.5,2.61,278.19,13.18,20,19.81,14.86,15.25
1937.09,14.37,0.77,1.22,14.6,2.6,237.17,12.71,20.14,16.85,14.87,15.25
1937.1,12.28,0.78,1.19,14.6,2.59,202.68,12.87,19.64,14.36,14.87,15.25
1937.11,11.2,0.79,1.16,14.5,2.58,186.13,13.13,19.28,13.16,14.86,15.25
1937.12,11.02,0.8,1.13,14.4,2.57,184.41,13.39,18.91,13.01,14.86,15.25
1938.01,11.31,0.79,1.08,14.2,2.56,191.93,13.46,18.27,13.51,14.86,15.24
1938.02,11.04,0.79,1.02,14.1,2.54,188.67,13.44,17.49,13.26,14.86,15.24
1938.03,10.31,0.78,0.97,14.1,2.53,176.2,13.33,16.58,12.38,14.85,15.23
1938.04,9.89,0.77,0.9,14.2,2.51,167.83,13.01,15.33,11.79,14.85,15.23
1938.05,9.98,0.75,0.84,14.1,2.49,170.56,12.87,14.3,11.99,14.84,15.22
1938.06,10.21,0.74,0.77,14.1,2.48,174.49,12.65,13.16,12.29,14.84,15.21
1938.07,12.24,0.71,0.72,14.1,2.46,209.18,12.19,12.3,14.77,14.84,15.2
1938.08,12.31,0.69,0.67,14.1,2.44,210.38,11.74,11.45,14.9,14.84,15.19
1938.09,11.75,0.66,0.62,14.1,2.43,200.81,11.28,10.6,14.28,14.84,15.19
1938.1,13.06,0.61,0.63,14,2.41,224.79,10.5,10.79,16.06,14.84,15.19
1938.11,13.07,0.56,0.63,14,2.39,224.96,9.64,10.9,16.15,14.84,15.2
1938.12,12.69,0.51,0.64,14,2.38,218.42,8.78,11.02,15.76,14.85,15.21
1939.01,12.5,0.51,0.66,14,2.36,215.15,8.84,11.42,15.6,14.85,15.22
1939.02,12.4,0.52,0.69,13.9,2.35,214.96,8.96,11.9,15.66,14.85,15.23
1939.03,12.39,0.52,0.71,13.9,2.34,214.79,9.01,12.31,15.73,14.85,15.23
1939.04,10.83,0.52,0.73,13.8,2.32,189.11,9.14,12.69,13.92,14.85,15.23
1939.05,11.23,0.53,0.74,13.8,2.31,196.09,9.2,12.98,14.5,14.85,15.22
1939.06,11.43,0.53,0.76,13.8,2.3,199.58,9.25,13.27,14.83,14.85,15.21
1939.07,11.71,0.54,0.78,13.8,2.29,204.47,9.43,13.56,15.27,14.85,15.22
1939.08,11.54,0.55,0.79,13.8,2.27,201.5,9.6,13.85,15.12,14.85,15.21
1939.09,12.77,0.56,0.81,14.1,2.26,218.24,9.57,13.84,16.45,14.85,15.22
1939.1,12.9,0.58,0.84,14,2.25,222.03,9.98,14.46,16.82,14.85,15.23
1939.11,12.67,0.6,0.87,14,2.24,218.08,10.33,14.97,16.6,14.86,15.23
1939.12,12.37,0.62,0.9,14,2.22,212.91,10.67,15.49,16.28,14.86,15.24
1940.01,12.3,0.62,0.93,13.9,2.21,213.23,10.81,16.12,16.38,14.86,15.24
1940.02,12.22,0.63,0.96,14,2.19,210.33,10.79,16.52,16.22,14.86,15.25
1940.03,12.15,0.63,0.99,14,2.17,209.13,10.84,17.04,16.17,14.86,15.25
1940.04,12.27,0.64,1.01,14,2.15,211.19,10.96,17.33,16.37,14.87,15.25
1940.05,10.58,0.64,1.02,14,2.12,182.1,11.07,17.61,14.14,14.86,15.25
1940.06,9.67,0.65,1.04,14.1,2.1,165.26,11.11,17.77,12.84,14.86,15.25
1940.07,9.99,0.66,1.05,14,2.08,171.95,11.3,18.13,13.37,14.86,15.24
1940.08,10.2,0.66,1.07,14,2.06,175.56,11.42,18.36,13.65,14.86,15.24
1940.09,10.63,0.67,1.08,14,2.04,182.96,11.53,18.59,14.21,14.86,15.23
1940.1,10.73,0.67,1.07,14,2.02,184.68,11.53,18.42,14.33,14.86,15.23
1940.11,10.98,0.67,1.06,14,1.99,188.99,11.53,18.24,14.64,14.86,15.22
1940.12,10.53,0.67,1.05,14.1,1.97,179.96,11.45,17.94,13.91,14.85,15.21
1941.01,10.55,0.67,1.05,14.1,1.95,180.3,11.51,18,13.9,14.85,15.2
1941.02,9.89,0.68,1.06,14.1,1.99,169.02,11.56,18.06,13,14.85,15.19
1941.03,9.95,0.68,1.06,14.2,2.04,168.85,11.54,17.99,12.96,14.85,15.19
1941.04,9.64,0.68,1.07,14.3,2.08,162.44,11.51,18.03,12.43,14.84,15.17
1941.05,9.43,0.69,1.08,14.4,2.12,157.8,11.49,18.07,12.04,14.84,15.15
1941.06,9.76,0.69,1.09,14.7,2.16,159.99,11.31,17.87,12.16,14.84,15.14
1941.07,10.26,0.69,1.12,14.7,2.21,168.19,11.37,18.41,12.74,14.83,15.13
1941.08,10.21,0.7,1.16,14.9,2.25,165.12,11.27,18.71,12.46,14.83,15.13
1941.09,10.24,0.7,1.19,15.1,2.29,163.41,11.17,18.99,12.28,14.83,15.12
1941.1,9.83,0.7,1.18,15.3,2.33,154.82,11.08,18.58,11.58,14.82,15.12
1941.11,9.37,0.71,1.17,15.4,2.38,146.61,11.06,18.31,10.91,14.82,15.12
1941.12,8.76,0.71,1.16,15.5,2.42,136.19,11.04,18.03,10.09,14.81,15.12
1942.01,8.93,0.7,1.12,15.7,2.46,137.06,10.79,17.19,10.1,14.8,15.12
1942.02,8.65,0.7,1.08,15.8,2.46,131.92,10.62,16.47,9.68,14.8,15.1
1942.03,8.18,0.69,1.04,16,2.46,123.19,10.39,15.66,9,14.79,15.09
1942.04,7.84,0.68,1.02,16.1,2.46,117.34,10.18,15.27,8.54,14.78,15.09
1942.05,7.93,0.67,1,16.3,2.46,117.23,9.9,14.78,8.51,14.77,15.08
1942.06,8.33,0.66,0.98,16.3,2.46,123.14,9.76,14.49,8.91,14.76,15.08
1942.07,8.64,0.65,0.97,16.4,2.47,126.95,9.5,14.2,9.15,14.76,15.08
1942.08,8.59,0.63,0.95,16.5,2.47,125.45,9.25,13.92,9.01,14.75,15.08
1942.09,8.68,0.62,0.94,16.5,2.47,126.76,9.05,13.73,9.08,14.74,15.08
1942.1,9.32,0.61,0.97,16.7,2.47,134.48,8.8,14,9.6,14.74,15.07
1942.11,9.47,0.6,1,16.8,2.47,135.83,8.61,14.34,9.66,14.73,15.06
1942.12,9.52,0.59,1.03,16.9,2.47,135.74,8.41,14.69,9.62,14.72,15.06
1943.01,10.09,0.59,1.04,16.9,2.47,143.87,8.41,14.88,10.15,14.72,15.05
1943.02,10.69,0.59,1.06,16.9,2.47,152.42,8.41,15.07,10.71,14.71,15.05
1943.03,11.07,0.59,1.07,17.2,2.47,155.09,8.27,14.99,10.85,14.7,15.05
1943.04,11.44,0.59,1.08,17.4,2.47,158.43,8.17,14.96,11.04,14.7,15.05
1943.05,11.89,0.59,1.09,17.5,2.47,163.72,8.12,15.01,11.36,14.7,15.05
1943.06,12.1,0.59,1.1,17.5,2.47,166.61,8.12,15.15,11.52,14.69,15.05
1943.07,12.35,0.59,1.09,17.4,2.48,171.03,8.22,15.14,11.77,14.69,15.05
1943.08,11.74,0.6,1.09,17.3,2.48,163.52,8.31,15.14,11.21,14.68,15.04
1943.09,11.99,0.6,1.08,17.4,2.48,166.05,8.31,14.96,11.34,14.68,15.04
1943.1,11.88,0.6,1.03,17.4,2.48,164.52,8.36,14.31,11.19,14.67,15.03
